y1;y2;y3;votou2010;denuncia;corrup_lavajato;corrup_ou_incomp;novo_politica;militar;lula;demo_dita;escola;rendaf;cor;idade1;idade;sexo
1;5;5;2;1;3;1;3;1;1;2;4;2;2;48;4;1
2;1;3;2;1;3;2;1;3;1;2;1;1;1;53;4;1
2;5;3;3;1;1;2;3;1;1;3;4;.;2;19;1;1
1;5;5;2;1;1;2;3;3;2;3;1;.;1;52;4;2
1;5;5;2;1;2;1;2;2;2;3;7;2;3;55;4;1
1;5;3;1;1;3;1;3;3;1;1;6;3;1;24;1;2
1;4;3;1;2;1;1;2;3;1;2;7;4;1;41;3;1
5;5;4;2;1;3;1;1;1;1;1;4;.;1;65;5;1
1;5;4;1;1;1;1;2;3;1;1;7;4;1;41;3;1
1;5;3;3;1;3;1;3;3;.;2;5;.;3;37;3;2
1;5;3;1;1;1;1;2;3;1;1;7;3;3;26;2;1
1;5;4;1;1;1;1;2;2;1;1;8;5;3;32;2;2
1;5;5;3;1;2;2;2;2;1;2;5;2;3;62;5;2
1;2;5;1;1;1;1;3;2;1;.;7;2;2;23;1;2
1;5;4;3;1;1;1;3;2;1;3;6;2;2;17;1;1
1;1;3;3;1;1;1;1;1;1;3;4;3;1;17;1;1
1;5;4;1;1;3;1;3;2;1;2;5;4;3;39;3;2
2;5;5;1;1;1;1;3;3;1;1;8;4;1;35;3;2
1;5;5;2;1;.;1;3;1;2;1;1;2;1;63;5;1
1;5;3;2;1;3;2;1;3;1;1;5;2;1;34;2;2
1;5;5;2;1;2;1;1;3;2;1;2;1;3;46;4;2
1;5;3;1;1;1;1;2;2;1;1;6;2;1;38;3;1
1;5;5;2;1;3;1;2;3;2;1;6;1;1;25;2;1
1;5;4;2;1;2;1;1;3;2;2;6;1;1;24;1;2
1;5;5;3;1;3;1;1;2;1;3;5;1;5;37;3;1
1;5;4;3;2;3;1;1;3;1;2;4;3;1;17;1;1
1;5;5;2;1;1;1;1;1;.;1;3;2;2;51;4;1
1;5;5;3;1;3;1;3;1;1;3;5;3;3;58;4;2
2;2;2;3;2;1;2;2;3;1;1;5;5;3;19;1;1
1;5;5;2;1;3;1;3;3;1;1;8;4;3;34;2;1
1;5;3;3;1;1;1;2;2;1;3;2;1;3;43;3;2
1;1;4;1;2;1;.;1;3;1;2;3;.;1;53;4;2
1;5;5;2;1;1;1;2;3;1;1;5;4;3;49;4;1
1;5;5;3;2;3;1;3;3;1;3;5;2;1;19;1;2
2;2;5;3;1;3;2;2;1;2;2;3;2;5;56;4;2
1;5;3;1;2;3;1;3;2;1;1;5;2;3;43;3;1
1;5;5;3;1;3;1;3;3;1;1;7;2;4;26;2;2
1;1;5;2;1;1;1;1;1;1;2;2;1;98;47;4;2
1;4;4;3;1;1;2;2;2;2;3;5;3;3;18;1;1
1;5;2;3;1;3;2;2;3;1;1;7;2;1;40;3;2
4;2;5;2;1;2;1;1;1;2;1;5;2;3;23;1;1
5;5;5;3;2;2;2;3;1;1;3;5;3;3;16;1;1
1;5;5;2;1;1;1;2;2;2;2;6;1;2;18;1;2
1;5;4;2;1;3;1;3;2;1;1;2;3;1;48;4;2
1;5;5;3;1;1;1;1;3;1;3;5;1;1;51;4;1
1;5;5;1;1;3;1;3;1;1;2;5;3;2;43;3;2
1;2;5;2;1;2;2;3;3;1;3;7;3;1;25;2;1
1;5;5;3;1;1;1;2;3;1;1;6;2;3;27;2;2
5;1;5;2;1;3;2;1;1;1;1;1;1;3;62;5;1
5;5;5;3;1;1;1;1;3;1;1;7;3;1;40;3;2
1;1;4;3;1;1;1;1;2;1;1;4;1;3;24;1;1
1;5;5;2;1;3;2;3;3;2;1;7;5;1;49;4;1
2;2;3;2;.;1;2;.;2;.;1;3;1;3;44;3;2
.;.;3;2;.;3;.;.;.;.;.;1;1;3;60;5;2
1;5;5;2;1;1;1;3;3;1;1;5;2;3;34;2;2
1;3;5;2;1;2;.;3;3;2;3;2;1;3;29;2;1
1;5;5;2;1;3;1;2;3;2;1;7;3;3;34;2;1
1;5;5;2;1;3;2;1;2;1;3;6;5;3;38;3;1
1;5;3;2;2;3;1;2;1;2;.;4;.;1;30;2;1
1;5;5;3;1;3;1;3;3;1;3;3;1;3;39;3;2
4;4;5;2;1;3;2;2;3;2;2;2;2;2;76;5;1
1;5;3;1;1;1;1;3;3;1;1;6;2;3;41;3;2
3;3;3;1;2;3;2;1;3;2;3;4;1;1;34;2;2
1;5;5;2;1;1;1;2;2;1;2;2;2;3;70;5;1
1;5;5;1;1;3;2;3;1;1;1;5;3;3;20;1;1
1;.;5;1;1;.;2;1;3;2;1;6;1;1;64;5;2
1;5;5;2;1;1;2;2;3;1;3;2;1;3;35;3;2
1;5;5;2;1;3;1;2;3;2;3;2;1;1;55;4;1
1;5;4;3;1;1;1;3;3;1;1;5;1;2;32;2;1
1;5;5;3;1;1;1;3;3;1;3;5;1;5;48;4;2
5;5;4;3;2;3;2;3;3;.;.;1;.;2;80;5;2
1;5;5;3;1;3;1;3;2;1;1;5;4;1;39;3;1
1;5;3;1;1;2;1;3;3;1;1;5;1;3;67;5;1
1;5;5;3;1;3;1;1;3;1;1;5;2;3;56;4;2
1;5;5;2;1;3;1;1;3;1;1;6;.;2;26;2;1
1;1;5;2;1;3;1;3;3;1;3;5;1;3;34;2;2
1;.;5;3;1;3;1;2;2;.;1;5;1;1;48;4;2
1;5;5;2;1;3;2;2;1;1;2;5;1;3;25;2;2
5;2;5;2;1;1;1;2;1;2;1;1;1;5;59;4;1
5;2;5;3;1;3;2;3;3;1;1;6;1;3;23;1;2
1;5;5;2;1;1;1;3;3;1;2;5;2;2;36;3;2
2;2;3;3;1;1;2;2;3;1;2;4;1;3;16;1;1
1;5;5;2;1;1;2;3;3;1;2;7;.;3;46;4;2
4;2;5;2;1;1;1;1;2;2;3;5;1;3;34;2;2
1;2;5;2;1;1;2;1;2;1;2;6;1;1;28;2;2
1;5;5;2;1;3;1;2;2;1;1;5;1;2;35;3;2
1;5;5;1;1;3;2;3;1;1;2;5;1;3;37;3;1
3;1;5;2;1;3;2;3;3;2;3;2;3;3;37;3;1
1;5;3;1;1;2;1;1;1;1;1;5;2;3;19;1;2
1;5;5;1;1;3;1;1;1;1;3;5;1;3;37;3;2
1;5;4;3;1;3;1;1;1;1;3;4;1;2;18;1;1
1;1;5;1;1;1;1;3;3;1;1;1;3;3;63;5;1
1;5;5;2;1;3;1;1;3;1;1;5;1;2;55;4;2
1;1;3;3;1;1;1;1;1;1;1;3;1;1;33;2;1
5;2;5;1;1;3;1;1;3;1;1;5;2;4;33;2;2
1;4;2;2;1;1;1;2;2;2;2;4;3;1;25;2;2
1;5;3;1;1;3;1;1;2;1;3;5;1;5;41;3;2
4;2;3;1;1;3;1;1;1;1;3;3;3;1;52;4;1
1;5;5;3;1;1;1;2;1;1;3;5;4;1;51;4;2
1;5;3;1;2;1;1;1;3;1;1;2;2;1;43;3;1
1;5;4;3;1;3;2;3;3;1;1;4;4;3;17;1;1
2;2;3;3;1;3;2;1;2;1;3;1;2;1;65;5;2
1;5;2;1;2;3;2;2;3;1;3;2;2;1;26;2;1
5;4;5;1;1;3;1;1;1;1;2;2;3;1;48;4;1
1;2;3;2;1;3;1;2;2;2;1;3;3;1;56;4;2
1;4;5;3;1;3;1;2;1;2;3;4;1;1;17;1;2
1;5;5;3;1;3;2;2;3;2;3;2;3;1;17;1;2
1;5;5;3;1;.;1;1;3;1;1;5;3;3;60;5;2
1;1;5;2;1;1;2;3;3;2;3;1;1;1;69;5;2
1;4;5;1;1;1;1;3;1;1;2;5;3;3;25;2;1
1;5;3;1;2;1;1;3;1;1;1;5;4;1;66;5;1
4;5;5;2;1;2;2;1;.;1;3;5;2;3;41;3;2
3;3;5;2;1;3;1;2;3;2;3;4;1;2;42;3;1
1;5;5;2;1;3;1;3;3;2;1;4;1;98;45;4;1
3;3;.;3;.;.;.;.;.;.;.;5;1;1;52;4;2
1;5;3;1;1;3;2;1;1;2;1;5;1;2;22;1;1
1;5;5;3;1;1;1;3;3;1;1;7;5;3;52;4;1
1;1;5;2;1;2;1;3;1;.;1;5;1;1;36;3;2
.;1;3;1;1;2;.;3;1;1;3;1;2;1;63;5;2
1;5;5;2;1;3;.;3;2;2;2;1;1;5;58;4;1
5;5;5;3;1;3;1;2;2;1;1;5;1;1;20;1;1
1;5;2;1;1;3;1;2;2;1;1;6;1;1;19;1;2
5;5;5;1;1;1;2;1;1;2;3;2;1;1;48;4;1
1;5;4;2;1;3;1;2;3;1;1;5;2;1;59;4;2
5;2;3;3;1;3;2;1;3;.;1;6;3;1;20;1;1
1;5;4;2;1;2;1;3;2;1;2;2;1;1;25;2;1
1;2;5;2;1;1;1;2;2;1;1;7;3;1;46;4;2
3;3;3;3;1;3;2;3;2;2;3;4;1;1;19;1;2
1;5;5;2;1;1;1;2;2;1;3;2;2;1;47;4;1
1;5;3;2;1;3;1;2;3;1;1;7;3;1;67;5;2
.;.;4;2;1;2;1;1;1;1;1;5;1;1;60;5;2
1;1;5;2;1;1;1;2;3;2;.;5;3;3;28;2;1
1;5;3;1;1;3;1;1;2;1;3;7;5;1;22;1;2
1;5;4;2;1;1;2;1;1;1;3;2;4;1;59;4;1
2;5;3;3;1;3;1;3;2;2;2;4;1;3;17;1;1
1;2;5;3;1;3;1;1;2;2;1;5;.;98;46;4;2
4;5;3;3;1;2;1;3;3;1;.;4;2;3;21;1;2
1;5;5;1;1;1;1;2;2;1;1;8;4;3;52;4;2
1;1;5;3;1;1;2;1;1;2;1;7;4;1;63;5;1
1;1;5;2;1;3;2;2;3;2;1;2;1;3;62;5;1
1;5;5;2;1;3;1;2;1;2;1;7;2;3;38;3;1
2;2;3;2;1;3;2;1;3;2;1;1;1;3;33;2;1
4;4;3;3;1;1;1;2;2;1;1;5;3;3;21;1;1
1;5;5;2;1;3;1;1;3;2;3;5;4;1;51;4;2
2;2;5;2;1;2;.;2;1;2;2;1;1;2;78;5;2
1;5;5;2;1;3;1;3;3;2;1;7;.;2;39;3;1
1;4;4;3;2;3;1;1;2;2;3;4;4;2;16;1;1
1;5;3;1;1;3;1;1;3;2;1;5;3;3;24;1;1
4;4;4;3;1;3;2;1;2;1;1;6;2;3;18;1;1
1;5;4;1;1;1;2;1;1;2;2;5;1;3;27;2;1
5;3;4;1;1;.;2;1;.;2;2;3;1;3;69;5;1
1;4;5;1;1;1;2;3;3;1;1;5;3;2;48;4;2
1;1;2;3;2;3;2;1;1;2;3;2;1;3;18;1;2
5;1;5;2;1;3;2;1;1;2;1;1;1;1;47;4;1
1;2;5;3;1;2;1;2;2;2;3;4;1;5;17;1;2
5;5;5;2;1;1;1;1;2;1;2;5;3;2;38;3;1
5;5;3;3;.;1;1;1;3;1;.;6;4;2;50;4;1
5;2;5;2;1;1;1;3;3;.;2;5;1;2;19;1;2
1;1;5;1;1;3;1;.;1;2;1;2;.;3;59;4;2
1;5;4;2;1;1;1;3;3;1;1;3;3;3;46;4;1
1;3;5;1;1;3;2;1;1;1;3;5;3;2;28;2;1
1;5;3;1;1;1;1;2;3;1;1;7;5;1;68;5;1
1;3;.;2;1;3;2;.;3;.;.;3;2;3;47;4;2
5;5;5;1;1;3;1;3;3;1;1;5;3;2;31;2;2
4;4;3;2;1;3;2;2;2;2;2;2;1;1;27;2;2
1;5;3;3;2;1;1;3;3;1;1;4;3;1;17;1;1
.;.;.;2;1;.;.;.;.;.;.;1;.;1;68;5;2
1;5;5;2;1;1;1;1;3;2;1;4;3;2;45;4;1
1;5;5;2;1;3;1;2;2;2;3;5;1;1;35;3;2
1;4;4;1;1;1;1;2;1;1;1;5;3;98;44;3;1
1;5;5;1;1;3;2;2;2;1;3;7;1;5;46;4;1
5;4;2;3;1;3;1;1;1;2;2;1;1;5;24;1;1
4;5;5;3;1;3;2;2;1;2;1;3;1;3;30;2;2
1;5;5;1;1;3;1;2;2;1;1;5;1;3;19;1;1
1;5;5;2;1;3;1;3;3;2;1;5;1;1;59;4;2
1;4;4;1;1;3;2;1;3;2;1;6;3;3;39;3;2
1;5;3;1;2;1;2;2;1;2;3;4;1;1;68;5;1
5;1;4;2;.;2;1;1;3;2;3;1;.;98;45;4;1
1;2;5;2;1;1;2;2;3;2;1;1;1;3;53;4;2
2;1;3;2;1;3;1;3;3;2;2;3;1;1;42;3;2
1;1;.;2;1;2;2;2;1;.;1;1;1;3;51;4;2
1;5;2;1;2;1;2;3;3;1;1;3;6;1;52;4;1
1;5;5;2;1;1;1;1;1;2;1;5;2;3;61;5;1
1;5;5;1;1;1;1;3;3;1;3;5;2;3;61;5;1
1;5;5;3;1;3;1;2;3;1;1;6;1;2;31;2;1
1;5;5;2;1;3;2;1;1;1;1;5;1;2;26;2;2
1;4;5;2;1;3;2;3;3;2;3;1;1;3;56;4;2
1;1;5;2;1;3;1;1;1;1;1;4;2;5;33;2;1
5;5;5;3;1;3;1;3;3;2;3;4;1;3;16;1;2
1;5;3;2;1;1;2;3;3;1;1;7;3;3;23;1;2
4;1;3;2;1;1;1;2;1;2;1;1;1;1;43;3;1
5;1;5;2;1;1;1;1;1;2;1;1;1;1;54;4;1
5;2;5;2;1;1;1;2;1;1;1;1;1;2;67;5;1
2;2;5;3;1;3;2;3;3;2;3;4;1;1;45;4;2
1;1;5;3;1;2;1;1;2;2;1;2;2;1;17;1;1
4;1;3;2;1;1;1;1;2;2;2;2;1;3;26;2;2
1;5;5;2;1;1;1;3;3;2;1;5;1;1;49;4;2
1;5;4;2;1;1;1;1;3;2;3;2;1;1;38;3;1
1;5;5;2;1;3;2;3;3;1;3;5;1;3;50;4;2
1;5;3;2;1;1;1;2;2;1;1;6;3;3;57;4;1
1;1;3;3;1;1;2;3;2;2;2;4;1;3;18;1;2
2;.;5;2;1;.;.;1;1;1;.;2;1;3;58;4;2
1;5;5;3;1;1;1;2;1;1;2;7;3;3;24;1;1
1;5;1;2;1;2;2;1;3;2;1;4;1;5;19;1;1
1;1;5;1;1;3;2;3;1;2;3;4;1;3;26;2;2
1;5;5;2;1;1;2;2;3;1;1;8;4;1;60;5;1
1;5;3;2;1;1;1;2;2;1;1;7;4;3;44;3;1
5;4;3;3;1;3;2;1;1;2;1;2;2;3;72;5;1
1;4;5;2;1;3;1;3;3;.;1;3;1;3;57;4;2
1;5;5;2;1;3;1;1;1;2;2;5;.;3;40;3;2
5;5;5;2;1;1;1;1;1;1;2;3;4;98;66;5;1
1;5;5;1;1;3;2;3;1;1;3;7;3;1;53;4;1
1;5;5;2;1;3;2;1;2;2;3;3;2;3;57;4;1
1;5;5;2;1;3;2;1;3;2;3;5;1;3;26;2;2
5;5;5;2;1;3;2;1;2;2;1;4;1;1;67;5;2
1;5;5;2;1;3;2;2;2;2;1;3;1;3;24;1;2
4;1;4;2;1;1;2;3;3;2;1;1;1;2;70;5;1
1;5;5;2;1;1;1;1;1;2;1;4;1;1;49;4;2
1;4;3;2;1;3;2;1;1;2;3;5;3;1;26;2;1
1;5;5;1;1;3;2;1;2;1;2;5;1;1;36;3;2
1;2;3;1;1;3;1;3;3;1;3;5;2;2;42;3;2
1;1;5;3;1;2;1;1;1;2;2;4;1;98;18;1;2
1;5;5;1;1;1;1;2;3;1;1;7;3;3;29;2;2
1;4;5;2;1;1;1;2;2;1;1;3;2;3;51;4;2
4;2;5;2;1;1;1;3;2;2;3;2;1;5;52;4;2
1;5;4;3;1;1;2;1;2;1;1;4;1;3;64;5;1
1;5;5;1;1;3;1;3;1;1;2;2;1;3;65;5;2
1;5;5;2;1;3;1;2;3;2;1;2;.;3;29;2;2
1;5;3;1;2;3;2;3;3;1;2;5;3;3;21;1;1
4;1;5;2;1;3;2;3;3;2;3;4;3;1;33;2;1
5;2;5;3;1;3;2;2;3;2;1;6;2;3;19;1;1
1;5;2;1;1;2;2;2;3;1;2;1;2;3;56;4;2
1;5;5;3;1;1;2;1;3;1;1;6;4;3;68;5;1
1;4;3;2;2;1;2;3;3;2;1;2;1;3;33;2;1
1;5;5;2;1;3;2;1;3;2;1;5;1;1;37;3;2
1;5;5;1;1;1;1;2;1;1;2;5;4;1;40;3;1
1;4;5;1;1;1;2;2;3;2;1;6;2;3;21;1;1
1;5;2;1;2;1;1;3;3;1;1;5;1;98;37;3;1
1;5;5;3;1;3;2;3;3;2;1;5;2;3;17;1;1
1;5;3;1;2;1;1;2;3;1;1;7;4;1;41;3;1
1;2;5;3;1;2;2;3;3;2;2;5;3;4;18;1;2
1;5;3;2;1;1;1;3;3;1;1;2;1;3;44;3;1
1;5;5;2;1;3;1;3;3;2;1;8;3;2;37;3;2
1;5;5;3;1;1;1;3;3;1;1;6;3;1;20;1;2
5;2;5;2;1;3;1;1;3;1;3;5;3;3;25;2;1
1;1;5;2;1;3;1;1;3;2;3;2;1;3;37;3;1
1;5;5;2;1;3;1;2;1;2;2;4;2;3;58;4;1
1;5;5;3;1;3;1;2;1;1;1;5;3;3;19;1;2
1;5;4;1;1;1;2;1;3;1;1;2;4;3;50;4;1
1;5;5;2;1;1;2;3;3;1;2;5;2;2;46;4;1
1;5;5;2;1;2;1;.;1;2;1;7;3;3;67;5;2
2;5;5;3;1;3;1;1;3;2;2;1;1;3;60;5;2
1;5;3;3;.;3;1;1;3;1;1;5;4;1;64;5;1
5;4;2;2;.;3;1;3;1;2;1;1;1;3;70;5;2
1;5;4;1;1;1;2;3;3;1;1;3;1;3;25;2;1
5;5;5;3;1;3;1;.;1;1;3;1;1;1;61;5;1
1;2;2;2;1;3;1;3;1;2;2;2;2;3;57;4;1
1;1;5;2;1;2;1;2;1;2;1;1;1;3;68;5;2
1;5;3;2;1;1;1;3;3;1;1;2;1;3;38;3;2
1;5;5;1;1;3;2;1;1;1;1;2;3;3;49;4;2
1;5;3;2;1;1;1;2;2;1;2;5;2;1;35;3;1
1;5;5;2;1;1;1;2;3;1;1;1;3;1;69;5;1
1;5;5;3;1;3;2;1;3;1;1;3;1;3;59;4;1
1;5;5;2;1;3;2;.;3;2;3;2;1;3;57;4;1
4;4;3;2;1;3;1;3;1;2;1;8;2;3;32;2;1
1;5;5;1;1;3;1;3;3;1;2;6;2;1;25;2;2
1;5;3;3;1;3;1;2;1;1;1;7;4;1;55;4;1
1;5;1;2;2;1;2;1;1;2;2;5;1;5;64;5;1
1;5;5;1;1;1;1;1;1;1;1;7;3;1;70;5;2
5;5;5;1;.;.;2;1;.;1;2;1;2;1;57;4;2
2;5;5;1;1;1;1;2;3;2;1;1;1;98;83;5;1
1;5;4;1;1;1;1;2;3;1;1;4;3;3;42;3;2
.;.;.;3;.;.;.;.;.;.;.;2;.;1;82;5;2
1;5;5;2;1;1;2;3;3;2;1;4;3;3;42;3;1
1;5;5;3;1;2;1;2;1;1;2;3;1;3;65;5;2
.;5;3;1;.;3;2;1;3;.;1;2;1;98;57;4;2
1;5;3;3;1;3;2;3;3;1;1;6;3;3;22;1;1
1;1;3;3;1;3;2;3;3;1;1;6;3;3;34;2;1
1;5;5;3;1;3;1;3;3;.;1;7;4;3;31;2;2
1;5;3;1;1;3;1;3;3;1;1;7;3;3;34;2;1
1;5;3;1;1;1;1;3;1;1;2;5;1;3;66;5;2
1;5;3;2;1;1;1;2;3;2;1;6;3;4;35;3;1
5;1;5;2;1;3;2;3;3;2;1;1;1;98;62;5;1
1;4;3;2;1;3;2;2;2;2;1;8;4;1;52;4;1
2;.;4;1;1;1;2;2;2;2;3;1;1;98;67;5;1
1;1;5;2;1;3;2;1;3;2;1;2;1;3;51;4;1
5;1;5;1;1;1;2;1;2;2;3;3;1;3;24;1;1
1;5;4;2;.;3;1;2;1;2;1;1;2;98;78;5;1
1;5;3;2;1;2;1;1;3;2;1;1;1;4;69;5;1
1;5;5;1;1;1;1;3;1;1;2;5;2;2;33;2;1
1;5;4;1;1;1;1;1;1;1;1;4;1;1;26;2;1
1;5;3;1;1;3;2;2;1;1;2;4;1;3;46;4;1
1;5;2;2;2;3;2;1;1;2;3;5;4;98;62;5;1
1;5;3;2;1;1;2;3;3;1;1;5;1;1;24;1;1
1;5;4;3;1;1;2;1;3;1;1;4;4;98;44;3;1
2;5;4;2;1;1;1;1;1;1;1;2;.;1;60;5;1
1;5;5;1;1;3;1;3;3;2;1;5;1;3;21;1;1
1;1;.;3;.;2;1;3;1;1;2;1;1;1;51;4;2
4;5;5;3;1;3;1;3;3;2;3;5;1;3;39;3;1
2;2;2;1;1;2;1;1;2;1;3;5;5;1;60;5;2
1;1;5;2;1;1;1;3;3;2;2;5;1;2;76;5;2
1;2;5;2;.;1;2;1;1;2;1;2;1;3;36;3;1
1;5;5;1;1;1;1;3;1;1;2;5;3;1;46;4;1
1;5;3;3;1;1;2;3;3;1;1;6;4;3;19;1;1
1;5;4;3;1;1;1;3;.;1;1;4;.;1;58;4;1
2;5;5;2;1;3;1;1;3;2;1;2;1;3;57;4;2
5;1;5;2;1;3;1;2;2;1;1;5;.;1;28;2;1
1;4;5;1;1;1;1;3;3;1;3;3;2;1;58;4;2
1;5;5;3;1;1;2;1;3;1;.;5;1;3;24;1;2
1;5;5;2;2;3;2;1;1;1;2;5;1;1;67;5;2
5;1;5;2;1;2;1;2;1;2;1;3;1;1;50;4;1
1;4;4;2;1;1;2;2;3;1;1;1;2;3;63;5;2
1;5;5;2;1;1;2;1;3;2;1;1;1;1;57;4;2
1;5;1;1;1;1;1;1;1;1;2;7;3;3;70;5;1
1;5;3;2;1;1;1;3;1;1;2;7;3;1;71;5;1
1;5;5;1;1;1;1;3;3;1;1;4;3;1;28;2;1
1;1;5;2;1;1;1;3;3;2;1;1;1;3;42;3;1
1;5;3;2;1;3;1;2;2;1;1;6;4;1;64;5;1
1;5;5;3;1;3;2;3;.;2;1;5;1;3;67;5;2
1;5;5;3;1;1;2;3;1;1;2;5;7;3;33;2;1
1;5;5;2;1;1;2;1;1;2;1;1;1;3;53;4;2
.;.;.;2;2;.;2;2;.;.;.;1;.;98;65;5;1
1;5;3;1;1;1;1;1;3;1;1;5;1;1;57;4;1
1;5;5;2;1;3;2;1;3;1;1;5;3;2;47;4;2
4;1;5;2;1;1;2;2;2;2;3;3;1;2;38;3;2
1;5;5;2;1;1;1;2;3;1;1;5;3;2;21;1;1
1;5;3;2;1;3;1;3;3;1;1;4;1;1;57;4;2
4;2;3;3;1;3;1;1;3;1;1;2;1;3;23;1;2
1;1;5;1;1;1;1;2;1;2;3;4;1;3;22;1;2
1;1;3;2;1;3;2;1;3;2;3;2;1;5;38;3;2
1;5;5;3;1;3;2;2;3;2;3;1;1;1;62;5;2
2;3;5;2;1;2;1;3;3;2;.;1;.;98;70;5;1
1;5;5;2;1;2;2;3;3;.;3;2;.;1;68;5;2
2;1;3;2;2;3;1;2;2;2;3;2;1;1;66;5;1
1;5;5;1;1;1;1;3;3;1;3;8;4;3;38;3;2
1;1;5;2;1;2;1;3;3;1;1;7;1;3;42;3;1
1;5;5;2;1;1;1;2;3;1;1;5;1;3;34;2;2
2;4;5;1;.;2;2;1;2;1;.;5;4;3;21;1;1
1;5;5;2;1;3;1;1;3;2;2;5;3;3;32;2;2
1;5;5;3;1;3;1;3;3;2;1;5;2;1;28;2;2
1;5;3;1;1;1;1;3;3;1;1;2;2;2;62;5;2
1;5;5;1;1;3;2;2;3;1;1;4;2;1;36;3;1
3;3;5;3;1;2;1;.;.;1;1;5;1;1;33;2;1
1;5;2;3;1;3;1;3;3;.;2;7;1;1;40;3;1
1;5;5;2;1;1;1;2;2;1;1;8;5;3;38;3;1
1;5;3;1;1;1;.;.;3;1;1;7;3;1;74;5;2
1;5;3;1;1;1;1;1;1;1;1;3;3;3;54;4;1
